Code,pctofavgatdek,pctofavgatEOS,Above,Normal,Below
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
None,None,None,None,None,None
